,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,kfold
29123,20.51,82.33,1.72,8.72,79.79,0.56,9.75,15.7,79.0,4
29124,66.55,139.05,7.17,34.37,10.82,0.04,6.6,71.63,85.66666666666667,4
29125,18.64,40.446666666666665,3.17,11.83,33.53666666666667,1.42,12.53,25.73,75.0,4
29126,38.35,94.94,6.64,32.15,13.3,0.46,7.75,27.14,86.0,4
29127,85.08666666666666,168.41333333333333,7.85,16.82,11.616666666666667,10.28,124.96,15.09,195.33333333333334,4
29128,916.67,1000.0,37.7,13.57,99.42,0.23,48.03,51.3,85.66666666666667,4
29129,42.88,62.89333333333334,13.19,21.6,9.716666666666667,1.35,4.81,8.33,78.0,4
29130,110.56,301.76,23.1,0.82,6.94,2.87,16.98,8.1,266.0,4
29131,18.21,77.36333333333333,10.67,28.27,23.68,0.68,5.77,38.62,84.0,4
29132,50.75666666666667,44.303333333333335,3.97,25.31,7.52,0.0,4.506666666666667,20.216666666666665,144.0,4
29133,78.54,181.76,18.59,46.02,24.65,0.68,3.7,26.83,149.0,4
29134,61.32,117.89666666666666,15.88,48.4,26.326666666666664,15.88,49.88,21.17,338.0,4
29135,62.28,164.71,66.61,17.67,15.74,1.53,10.23,31.37,150.0,4
29136,17.213333333333335,36.419999999999995,1.3433333333333335,5.236666666666667,6.593333333333334,0.0,14.363333333333335,29.496666666666666,46.333333333333336,4
29137,54.76,152.29,10.18,42.73,44.34,0.94,13.55,51.21,120.0,4
29138,42.4,55.89,10.76,10.82,11.96,0.64,10.61,23.37,96.0,4
29139,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,4
29140,67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336,4
